model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,338.081,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,358.269,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,570.464,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,404.862,
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,385.045,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,6580.489,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,130.142,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,131.822,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-b,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,309.743,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-b,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,207.91,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-b,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,234.291,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,211.445,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,140.019,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-d,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,116.342,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,207.022,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,129.599,
qwen3:4b-instruct-2507-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,124.784,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,285.69,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,175.006,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,184.056,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,234.263,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,181.152,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,591.464,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,335.142,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,191.58,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,210.135,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-d,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,323.195,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-d,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,207.304,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-d,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,212.453,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",S1,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,637.08,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",S1,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,450.464,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-a,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",S1,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,414.056,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,421.788,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,271.429,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,253.226,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-b,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,339.162,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-b,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,190.344,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-b,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,163.594,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-b,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,375.811,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-b,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,256.396,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-b,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,258.848,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,376.489,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,212.365,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,212.901,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,310.967,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,162.338,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,196.657,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-b,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,435.488,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-b,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",C90.0,M1,M1.0,move,1.0,True,False,False,False,False,M1.0,strict,False,action_error,224.792,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-b,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,265.362,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,345.216,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,238.147,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,236.958,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",B,M0.1,M0.1,move,0.1,True,False,,False,False,M0.1,strict,False,action_error,535.07,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",B,M0.1,M0.1,move,0.1,True,False,,False,False,M0.1,strict,False,action_error,349.085,
qwen3:4b-instruct-2507-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",B,M0.1,M0.1,move,0.1,True,False,,False,False,M0.1,strict,False,action_error,344.895,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-c,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,497.75,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-c,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,299.769,
qwen3:4b-instruct-2507-q4_K_M,0,d6-priority-composite-c,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,295.684,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-d,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,325.96,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-d,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,181.231,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-d,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,178.975,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,403.037,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,245.475,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-c,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,234.864,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,322.155,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,166.715,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,146.351,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-b,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,317.88,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-b,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,221.451,
qwen3:4b-instruct-2507-q4_K_M,0,d3-conjunction-b,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,216.946,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,423.699,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,255.131,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-b,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,269.82,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",M,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,299.78,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",M,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,205.721,
qwen3:4b-instruct-2507-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,166.369,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,321.786,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,188.719,
qwen3:4b-instruct-2507-q4_K_M,0,d1-health-c,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,195.746,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,357.374,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,278.133,
qwen3:4b-instruct-2507-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,251.972,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-a,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,340.148,
qwen3:4b-instruct-2507-q4_K_M,0,d4-priority-health-a,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,245.194,
