model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,392.842,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,313.9,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,291.93,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,429.899,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,319.511,
qwen3:4b-instruct-2507-q4_K_M,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,325.806,
qwen3:4b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Te quedan solo 5 puntos de salud. Levantá el escudo para protegerte.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,547.067,
qwen3:4b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,en,English,You only have 5 health left. Raise the shield to protect yourself.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,321.535,
qwen3:4b-instruct-2507-q4_K_M,0,natural-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Solo te quedan 5 puntos de salud. Levanta el escudo para protegerte.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,367.447,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,es_standard,standardised Spanish,Baja el escudo.,S0,S1,S1,shield_set,1.0,True,True,False,False,False,S1,strict,False,action_error,496.347,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,en,English,Lower the shield.,S0,S1,S1,shield_set,1.0,True,True,False,False,False,S1,strict,False,action_error,386.042,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-down,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Bajá el escudo.,S0,S1,S1,shield_set,1.0,True,True,False,False,False,S1,strict,False,action_error,320.042,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá.,M,A90,A90.0,rotate_ccw,90.0,True,False,,False,False,A90.0,strict,False,action_error,482.582,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,es_standard,standardised Spanish,Avanza.,M,A90,A90.0,rotate_ccw,90.0,True,False,,False,False,A90.0,strict,False,action_error,378.656,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-default,direct,minimal_morphology,en,English,Move forward.,M,M,M,move,,True,True,,True,True,M,strict,True,correct,262.625,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.2 hacia adelante.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,382.967,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.2 hacia adelante.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,373.988,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-020,parameterised,minimal_morphology,en,English,Move forward 0.2.,M0.2,M0.2,M0.2,move,0.2,True,True,True,True,True,M0.2,strict,True,correct,336.666,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-045,parameterised,minimal_morphology,en,English,Turn counterclockwise 45 degrees.,A45.0,A45,A45.0,rotate_ccw,45.0,True,True,True,True,True,A45.0,strict,True,correct,344.297,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-045,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 45 grados en sentido antihorario.,A45.0,A45,A45.0,rotate_ccw,45.0,True,True,True,True,True,A45.0,strict,True,correct,349.928,
qwen3:4b-instruct-2507-q4_K_M,0,direct-ccw-045,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 45 grados en sentido antihorario.,A45.0,A45,A45.0,rotate_ccw,45.0,True,True,True,True,True,A45.0,strict,True,correct,366.683,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,en,English,Your shield is already down. Fire now.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,291.855,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,es_standard,standardised Spanish,Ya tienes el escudo bajo. Dispara ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,316.87,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-down,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Ya tenés el escudo bajo. Dispará ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,301.299,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo levantado. Bájalo ahora para poder disparar en un turno posterior.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,448.931,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,en,English,Your shield is up. Lower it now so you can fire on a later turn.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,309.089,
qwen3:4b-instruct-2507-q4_K_M,0,natural-shield-up,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo levantado. Bajalo ahora para poder disparar en un turno posterior.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,341.308,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,en,English,Raise the shield.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,452.479,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,es_standard,standardised Spanish,Levanta el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,335.827,
qwen3:4b-instruct-2507-q4_K_M,0,direct-shield-up,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Levantá el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,323.925,
qwen3:4b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,525.237,
qwen3:4b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,309.55,
qwen3:4b-instruct-2507-q4_K_M,0,state-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,329.84,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-005,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá un paso corto de 0.05 hacia adelante.,M0.05,M5,M5.0,move,5.0,True,True,False,False,False,M5.0,strict,False,action_error,492.592,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-005,parameterised,naturalistic,en,English,Take a short step forward of 0.05.,M0.05,M5,M5.0,move,5.0,True,True,False,False,False,M5.0,strict,False,action_error,321.89,
qwen3:4b-instruct-2507-q4_K_M,0,natural-move-005,parameterised,naturalistic,es_standard,standardised Spanish,Avanza un paso corto de 0.05 hacia adelante.,M0.05,M5,M5.0,move,5.0,True,True,False,False,False,M5.0,strict,False,action_error,355.082,
qwen3:4b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,en,English,Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,260.92,
qwen3:4b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,301.521,
qwen3:4b-instruct-2507-q4_K_M,0,direct-fire,direct,minimal_morphology,es_standard,standardised Spanish,Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,266.131,
qwen3:4b-instruct-2507-q4_K_M,0,state-high-health,state_conditioned,clause_level_voseo,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,529.688,
qwen3:4b-instruct-2507-q4_K_M,0,state-high-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,317.577,
qwen3:4b-instruct-2507-q4_K_M,0,state-high-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,375.841,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-090,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 90 grados en sentido horario.,C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,533.987,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-090,parameterised,minimal_morphology,en,English,Turn clockwise 90 degrees.,C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,369.001,
qwen3:4b-instruct-2507-q4_K_M,0,direct-cw-090,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 90 grados en sentido horario.,C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,375.576,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,544.175,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,412.952,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-left,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",M0.1,A90,A90.0,rotate_ccw,90.0,True,False,False,False,False,A90.0,strict,False,action_error,396.874,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,488.748,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,399.893,
qwen3:4b-instruct-2507-q4_K_M,0,state-x-right,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,356.102,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.1 hacia adelante.,M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,482.482,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,en,English,Move forward 0.1.,M0.1,M1,M1.0,move,1.0,True,True,False,False,False,M1.0,strict,False,action_error,315.976,
qwen3:4b-instruct-2507-q4_K_M,0,direct-move-010,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.1 hacia adelante.,M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,391.96,
qwen3:4b-instruct-2507-q4_K_M,0,natural-cw-120,parameterised,naturalistic,es_standard,standardised Spanish,Haz un giro de exactamente 120 grados en sentido horario.,C120.0,C120,C120.0,rotate_cw,120.0,True,True,True,True,True,C120.0,strict,True,correct,369.782,
qwen3:4b-instruct-2507-q4_K_M,0,natural-cw-120,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Hacé un giro de exactamente 120 grados en sentido horario.,C120.0,C120,C120.0,rotate_cw,120.0,True,True,True,True,True,C120.0,strict,True,correct,397.872,
qwen3:4b-instruct-2507-q4_K_M,0,natural-cw-120,parameterised,naturalistic,en,English,Make a clockwise turn of exactly 120 degrees.,C120.0,A120,A120.0,rotate_ccw,120.0,True,False,True,False,False,A120.0,strict,False,action_error,381.371,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,410.944,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,345.705,
qwen3:4b-instruct-2507-q4_K_M,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,332.313,
llama3.2:latest,0,state-x-left,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",M0.1,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,4160.406,
llama3.2:latest,0,state-x-left,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",M0.1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,284.628,
llama3.2:latest,0,state-x-left,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",M0.1,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,286.788,
llama3.2:latest,0,direct-move-020,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.2 hacia adelante.,M0.2,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,319.638,
llama3.2:latest,0,direct-move-020,parameterised,minimal_morphology,en,English,Move forward 0.2.,M0.2,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,223.609,
llama3.2:latest,0,direct-move-020,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.2 hacia adelante.,M0.2,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,249.433,
llama3.2:latest,0,natural-move-015,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá exactamente 0.15.,M0.15,M0.15,M0.15,move,0.15,True,True,True,True,True,M0.15,strict,True,correct,257.042,
llama3.2:latest,0,natural-move-015,parameterised,naturalistic,es_standard,standardised Spanish,Avanza exactamente 0.15.,M0.15,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,258.326,
llama3.2:latest,0,natural-move-015,parameterised,naturalistic,en,English,Advance exactly 0.15.,M0.15,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,243.919,
llama3.2:latest,0,natural-opponent-low-health,state_conditioned,naturalistic,en,English,The opponent has only 5 health left and your shield is down. Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,286.669,
llama3.2:latest,0,natural-opponent-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Al rival le quedan solo 5 puntos de salud y tenés el escudo bajo. Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,221.28,
llama3.2:latest,0,natural-opponent-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Al rival solo le quedan 5 puntos de salud y tienes el escudo bajo. Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,220.929,
llama3.2:latest,0,direct-shield-down,direct,minimal_morphology,es_standard,standardised Spanish,Baja el escudo.,S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,316.28,
llama3.2:latest,0,direct-shield-down,direct,minimal_morphology,en,English,Lower the shield.,S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,283.995,
llama3.2:latest,0,direct-shield-down,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Bajá el escudo.,S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,240.249,
llama3.2:latest,0,natural-low-health,state_conditioned,naturalistic,es_standard,standardised Spanish,Solo te quedan 5 puntos de salud. Levanta el escudo para protegerte.,S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,375.218,
llama3.2:latest,0,natural-low-health,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Te quedan solo 5 puntos de salud. Levantá el escudo para protegerte.,S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,234.07,
llama3.2:latest,0,natural-low-health,state_conditioned,naturalistic,en,English,You only have 5 health left. Raise the shield to protect yourself.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,296.931,
llama3.2:latest,0,direct-move-010,parameterised,minimal_morphology,es_standard,standardised Spanish,Avanza 0.1 hacia adelante.,M0.1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,356.458,
llama3.2:latest,0,direct-move-010,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá 0.1 hacia adelante.,M0.1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,267.581,
llama3.2:latest,0,direct-move-010,parameterised,minimal_morphology,en,English,Move forward 0.1.,M0.1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,317.371,
llama3.2:latest,0,natural-hold-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo bajo y 8 puntos de salud. Levanta el escudo.,S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,364.429,
llama3.2:latest,0,natural-hold-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo bajo y 8 puntos de salud. Levantá el escudo.,S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,229.769,
llama3.2:latest,0,natural-hold-shield,state_conditioned,naturalistic,en,English,Your shield is down and your health is 8. Raise the shield.,S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,278.429,
llama3.2:latest,0,direct-move-default,direct,minimal_morphology,es_standard,standardised Spanish,Avanza.,M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,328.189,
llama3.2:latest,0,direct-move-default,direct,minimal_morphology,en,English,Move forward.,M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,204.226,
llama3.2:latest,0,direct-move-default,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Avanzá.,M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,232.122,
llama3.2:latest,0,state-opponent-low-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,295.99,
llama3.2:latest,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,223.883,
llama3.2:latest,0,state-opponent-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,232.265,
llama3.2:latest,0,state-high-health,state_conditioned,clause_level_voseo,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,361.878,
llama3.2:latest,0,state-high-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,262.273,
llama3.2:latest,0,state-high-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,225.319,
llama3.2:latest,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene menos de 10 puntos de salud, dispará; si no, levantá el escudo.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,375.391,
llama3.2:latest,0,state-opponent-high-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene menos de 10 puntos de salud, dispara; si no, levanta el escudo.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,281.244,
llama3.2:latest,0,state-opponent-high-health,state_conditioned,clause_level_voseo,en,English,"If the opponent has less than 10 health, fire; otherwise raise the shield.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,225.673,
llama3.2:latest,0,natural-cw-120,parameterised,naturalistic,en,English,Make a clockwise turn of exactly 120 degrees.,C120.0,C120,C120.0,rotate_cw,120.0,True,True,True,True,True,C120.0,strict,True,correct,277.787,
llama3.2:latest,0,natural-cw-120,parameterised,naturalistic,es_standard,standardised Spanish,Haz un giro de exactamente 120 grados en sentido horario.,C120.0,C120,C120.0,rotate_cw,120.0,True,True,True,True,True,C120.0,strict,True,correct,238.669,
llama3.2:latest,0,natural-cw-120,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Hacé un giro de exactamente 120 grados en sentido horario.,C120.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,274.653,
llama3.2:latest,0,direct-shield-up,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Levantá el escudo.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,248.379,
llama3.2:latest,0,direct-shield-up,direct,minimal_morphology,en,English,Raise the shield.,S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,230.854,
llama3.2:latest,0,direct-shield-up,direct,minimal_morphology,es_standard,standardised Spanish,Levanta el escudo.,S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,258.313,
llama3.2:latest,0,direct-ccw-180,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 180 grados en sentido antihorario.,A180.0,C180,C180.0,rotate_cw,180.0,True,False,True,False,False,C180.0,strict,False,action_error,269.773,
llama3.2:latest,0,direct-ccw-180,parameterised,minimal_morphology,en,English,Turn counterclockwise 180 degrees.,A180.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,233.474,
llama3.2:latest,0,direct-ccw-180,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 180 grados en sentido antihorario.,A180.0,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,234.227,
llama3.2:latest,0,natural-open-shield,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,"El rival está casi derrotado, pero tenés el escudo levantado. Bajá el escudo en este turno.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,340.558,
llama3.2:latest,0,natural-open-shield,state_conditioned,naturalistic,en,English,"The opponent is nearly defeated, but your shield is up. Lower your shield this turn.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,254.989,
llama3.2:latest,0,natural-open-shield,state_conditioned,naturalistic,es_standard,standardised Spanish,"El rival está casi derrotado, pero tienes el escudo levantado. Baja el escudo en este turno.",S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,249.282,
llama3.2:latest,0,state-low-health,state_conditioned,clause_level_voseo,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,377.343,
llama3.2:latest,0,state-low-health,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,275.613,
llama3.2:latest,0,state-low-health,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,232.108,
llama3.2:latest,0,natural-ccw-060,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Hacé un giro de exactamente 60 grados en sentido antihorario.,A60.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,374.069,
llama3.2:latest,0,natural-ccw-060,parameterised,naturalistic,en,English,Make a counterclockwise turn of exactly 60 degrees.,A60.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,227.245,
llama3.2:latest,0,natural-ccw-060,parameterised,naturalistic,es_standard,standardised Spanish,Haz un giro de exactamente 60 grados en sentido antihorario.,A60.0,C60,C60.0,rotate_cw,60.0,True,False,True,False,False,C60.0,strict,False,action_error,250.264,
llama3.2:latest,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,221.307,
llama3.2:latest,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,222.451,
llama3.2:latest,0,state-opponent-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,240.496,
