model,repeat,case_id,policy_id,tier,language,language_label,order,interface,instruction,expected_command,first_position_command,second_position_command,full_response,response_chars,scored_response,normalized_command,valid,command_correct,selected_first_position,selected_second_position,final_extraction_error,latency_ms,provider_error,ollama_done_reason,ollama_eval_count
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_standard,Tuteo Spanish,b_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanza 0.1.",M0.1,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,False,True,False,,529.648,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara. Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,466.547,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_standard,Tuteo Spanish,b_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanza 0.1.",C90.0,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,True,True,False,,507.809,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos de 15 puntos de salud, levanta el escudo. Cuando tienes 15 puntos de salud o más, avanza.",S1,S1,M,FINAL: S,8,S,S,True,False,False,False,,445.972,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-c,D2-P2,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario.",C90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,False,True,False,,503.24,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_standard,Tuteo Spanish,a_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanza 0.1. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario.",M0.1,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,True,True,False,,491.51,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario.",A90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,True,True,False,,460.674,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará. Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,454.171,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés al menos 10 puntos de salud más que el rival, dispará. Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo.",B,B,S1,FINAL: S,8,S,S,True,False,False,False,,450.357,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés el escudo levantado, bajalo. Cuando tenés el escudo bajo, dispará.",S0,S0,B,FINAL: S0,9,S0,S0,True,True,True,False,,464.172,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes el escudo levantado, bájalo. Cuando tienes el escudo bajo, dispara.",S0,S0,B,FINAL: S0,9,S0,S0,True,True,True,False,,469.477,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanzá 0.1.",C90.0,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,True,True,False,,525.76,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario.",A90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,False,True,False,,485.505,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-b,D3-P2,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanza. Cuando los dos escudos están en el mismo estado, dispara.",M,M,B,FINAL: M,8,M,M,True,True,True,False,,416.823,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-b,D5-P2,D5,es_standard,Tuteo Spanish,b_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanza 0.1.",C90.0,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,True,True,False,,508.247,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-a,D1-P1,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes el escudo bajo, dispara. Cuando tienes el escudo levantado, bájalo.",S0,B,S0,FINAL: B,8,B,B,True,False,True,False,,433.836,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-c,D3-P2,D3,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanzá. Cuando los dos escudos están en el mismo estado, dispará.",M,M,B,FINAL: M,8,M,M,True,True,True,False,,452.58,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario.",A90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,False,True,False,,493.797,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,D2-P1,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes tanta o más salud que el rival, dispara. Cuando tienes menos salud que el rival, levanta el escudo.",S1,B,S1,FINAL: B,8,B,B,True,False,True,False,,441.127,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes al menos 10 puntos de salud más que el rival, dispara. Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo.",B,B,S1,FINAL: S,8,S,S,True,False,False,False,,459.576,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará. Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,464.937,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes al menos 10 puntos de salud más que el rival, dispara. Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo.",B,B,S1,FINAL: S,8,S,S,True,False,False,False,,453.597,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará. Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo.",B,B,S1,FINAL: S1,9,S1,S1,True,False,False,True,,482.976,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más, avanzá. Cuando tenés menos de 15 puntos de salud, levantá el escudo.",S1,M,S1,FINAL: S,8,S,S,True,False,False,False,,439.4,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes el escudo levantado, bájalo. Cuando tienes el escudo bajo, dispara.",S0,S0,B,FINAL: S0,9,S0,S0,True,True,True,False,,441.139,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes tanta o más salud que el rival, dispara. Cuando tienes menos salud que el rival, levanta el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,436.127,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_standard,Tuteo Spanish,b_first,format_only,"Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo. Cuando tienes al menos 10 puntos de salud más que el rival, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,451.378,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-c,D2-P1,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos salud que el rival, levanta el escudo. Cuando tienes tanta o más salud que el rival, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,439.747,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanzá 0.1. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario.",M0.1,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,True,True,False,,525.605,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanzá 0.1.",C90.0,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,True,True,False,,489.607,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más, avanza. Cuando tienes menos de 15 puntos de salud, levanta el escudo.",M,M,S1,FINAL: M,8,M,M,True,True,True,False,,435.312,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,D2-P1,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos salud que el rival, levantá el escudo. Cuando tenés tanta o más salud que el rival, dispará.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,451.067,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-c,D3-P2,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispara. Cuando exactamente uno de los dos escudos está levantado, avanza.",M,B,M,FINAL: B,8,B,B,True,False,True,False,,437.882,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-b,D5-P1,D5,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes al menos 10 puntos de salud más que el rival, dispara. Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo.",S1,B,S1,FINAL: S,8,S,S,True,False,False,False,,466.951,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanzá. Cuando los dos escudos están en el mismo estado, dispará.",B,M,B,FINAL: M,8,M,M,True,False,True,False,,442.467,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo. Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará.",B,S1,B,FINAL: S1,9,S1,S1,True,False,True,False,,484.801,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario.",C90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,False,True,False,,506.962,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-c,D2-P2,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, gira 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario.",C90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,True,True,False,,476.48,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,D1-P2,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más, avanzá. Cuando tenés menos de 15 puntos de salud, levantá el escudo.",M,M,S1,FINAL: M,8,M,M,True,True,True,False,,438.46,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanza. Cuando los dos escudos están en el mismo estado, dispara.",B,M,B,FINAL: M,8,M,M,True,False,True,False,,426.372,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-b,D2-P2,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario.",C90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,False,True,False,,474.394,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más, avanza. Cuando tienes menos de 15 puntos de salud, levanta el escudo.",S1,M,S1,FINAL: S,8,S,S,True,False,False,False,,428.931,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,D2-P1,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes tanta o más salud que el rival, dispara. Cuando tienes menos salud que el rival, levanta el escudo.",S1,B,S1,FINAL: B,8,B,B,True,False,True,False,,421.798,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_standard,Tuteo Spanish,a_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanza 0.1. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario.",M0.1,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,True,True,False,,515.501,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,D2-P1,D2,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés tanta o más salud que el rival, dispará. Cuando tenés menos salud que el rival, levantá el escudo.",S1,B,S1,FINAL: B,8,B,B,True,False,True,False,,429.621,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-c,D2-P2,D2,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario.",C90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,True,True,False,,498.086,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-d,D3-P2,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispará. Cuando exactamente uno de los dos escudos está levantado, avanzá.",B,B,M,FINAL: B,8,B,B,True,True,True,False,,423.401,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-b,D3-P2,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispara. Cuando exactamente uno de los dos escudos está levantado, avanza.",M,B,M,FINAL: B,8,B,B,True,False,True,False,,418.662,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-d,D2-P1,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos salud que el rival, levanta el escudo. Cuando tienes tanta o más salud que el rival, dispara.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,434.628,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes tanta o más salud que el rival, dispara. Cuando tienes menos salud que el rival, levanta el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,463.213,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_standard,Tuteo Spanish,b_first,format_only,"Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo. Cuando tienes al menos 10 puntos de salud más que el rival, dispara.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,478.431,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-c,D3-P2,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanza. Cuando los dos escudos están en el mismo estado, dispara.",M,M,B,FINAL: M,8,M,M,True,True,True,False,,463.998,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-a,D5-P2,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanzá 0.1.",M0.1,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,False,True,False,,532.644,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos salud que el rival, levanta el escudo. Cuando tienes tanta o más salud que el rival, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,465.109,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_standard,Tuteo Spanish,b_first,format_only,"Cuando no tienes al menos 10 puntos de salud más que el rival, levanta el escudo. Cuando tienes al menos 10 puntos de salud más que el rival, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,472.591,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-d,D5-P1,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo. Cuando tenés al menos 10 puntos de salud más que el rival, dispará.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,474.154,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés al menos 10 puntos de salud más que el rival, dispará. Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo.",B,B,S1,FINAL: S,8,S,S,True,False,False,False,,461.092,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,D2-P1,D2,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos salud que el rival, levanta el escudo. Cuando tienes tanta o más salud que el rival, dispara.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,433.597,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará. Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo.",S1,B,S1,FINAL: S1,9,S1,S1,True,True,False,True,,433.285,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo. Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,450.55,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,D1-P2,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud, levantá el escudo. Cuando tenés 15 puntos de salud o más, avanzá.",M,S1,M,FINAL: S1,9,S1,S1,True,False,True,False,,442.724,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispara. Cuando exactamente uno de los dos escudos está levantado, avanza.",B,B,M,FINAL: B,8,B,B,True,True,True,False,,419.25,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés el escudo bajo, dispará. Cuando tenés el escudo levantado, bajalo.",B,B,S0,FINAL: B,8,B,B,True,True,True,False,,414.204,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara. Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,450.04,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-a,D2-P1,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos salud que el rival, levantá el escudo. Cuando tenés tanta o más salud que el rival, dispará.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,423.927,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo. Cuando tenés 15 puntos de salud o más o el escudo está levantado, dispará.",B,S1,B,FINAL: S0,9,S0,S0,True,False,False,False,,475.048,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-a,D5-P1,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo. Cuando tenés al menos 10 puntos de salud más que el rival, dispará.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,463.261,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-b,D3-P2,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispará. Cuando exactamente uno de los dos escudos está levantado, avanzá.",M,B,M,FINAL: B,8,B,B,True,False,True,False,,402.092,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario.",A90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,False,True,False,,489.565,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-c,D2-P2,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario.",C90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,False,True,False,,484.294,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanzá 0.1. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario.",C90.0,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,False,True,False,,506.737,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando los dos escudos están en el mismo estado, dispará. Cuando exactamente uno de los dos escudos está levantado, avanzá.",B,B,M,FINAL: B,8,B,B,True,True,True,False,,414.045,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo. Cuando tenés al menos 10 puntos de salud más que el rival, dispará.",S1,S1,B,FINAL: S,8,S,S,True,False,False,False,,459.041,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-d,D1-P2,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más, avanza. Cuando tienes menos de 15 puntos de salud, levanta el escudo.",M,M,S1,FINAL: M,8,M,M,True,True,True,False,,441.643,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-d,D2-P2,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario.",A90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,True,True,False,,539.818,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario. Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario.",A90.0,C90.0,A90.0,FINAL: C90,10,C90,C90.0,True,False,True,False,,497.101,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-c,D3-P1,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo. Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,446.601,,stop,4
